v8-version,9,4,146,24,-node.21,0
v8-platform,macos,macos
shared-library,/Users/chenbinghong/.nvm/versions/node/v16.16.0/bin/node,0x104b11000,0x105c3d610,78708736
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x1817f98a0,0x1819e804c,20758528
shared-library,/usr/lib/libobjc.A.dylib,0x181425c00,0x18145a6b0,20758528
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x18490cd78,0x184942f70,20758528
shared-library,/usr/lib/liboah.dylib,0x18ce20e48,0x18ce25e18,20758528
shared-library,/usr/lib/libfakelink.dylib,0x18ce543dc,0x18ce55b80,20758528
shared-library,/usr/lib/libicucore.A.dylib,0x18434350c,0x184591320,20758528
shared-library,/usr/lib/libSystem.B.dylib,0x18ce514b4,0x18ce51aec,20758528
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x18ce56bd4,0x18ce56e50,20758528
shared-library,/usr/lib/libc++abi.dylib,0x181742820,0x181755dd8,20758528
shared-library,/usr/lib/libc++.1.dylib,0x1816dea60,0x181736524,20758528
shared-library,/usr/lib/system/libcache.dylib,0x18ce4b6a4,0x18ce4e370,20758528
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x18ce07980,0x18ce12a94,20758528
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x18ce3199c,0x18ce34864,20758528
shared-library,/usr/lib/system/libcopyfile.dylib,0x18ce28828,0x18ce2f020,20758528
shared-library,/usr/lib/system/libcorecrypto.dylib,0x181558e00,0x1815c3e38,20758528
shared-library,/usr/lib/system/libdispatch.dylib,0x18160ffd4,0x18164cdd8,20758528
shared-library,/usr/lib/system/libdyld.dylib,0x1817a1510,0x1817c24a8,20758528
shared-library,/usr/lib/system/libkeymgr.dylib,0x18ce40764,0x18ce40e50,20758528
shared-library,/usr/lib/system/libmacho.dylib,0x18cde2640,0x18cde69bc,20758528
shared-library,/usr/lib/system/libquarantine.dylib,0x18c49fbc8,0x18c4a1ba8,20758528
shared-library,/usr/lib/system/libremovefile.dylib,0x18ce3e448,0x18ce3fc40,20758528
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1864693c4,0x18647e000,20758528
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1814f69a8,0x1814f98d0,20758528
shared-library,/usr/lib/system/libsystem_c.dylib,0x18165a120,0x1816d2b20,20758528
shared-library,/usr/lib/system/libsystem_collections.dylib,0x18ce35878,0x18ce39958,20758528
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x18b9c054c,0x18b9c3700,20758528
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x18aa2f3fc,0x18aa586a8,20758528
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x18cae10d4,0x18cae50d8,20758528
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1845fa418,0x184601170,20758528
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x18ce41e2c,0x18ce47f88,20758528
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x1816569c8,0x181658a50,20758528
shared-library,/usr/lib/system/libsystem_info.dylib,0x1817cccd0,0x1817f33d0,20758528
shared-library,/usr/lib/system/libsystem_m.dylib,0x18cda9080,0x18cdd0ec0,20758528
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x1815e2ccc,0x181608060,20758528
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x1863e9aa4,0x1863fcaf0,20758528
shared-library,/usr/lib/system/libsystem_notify.dylib,0x184a64888,0x184a71bf0,20758528
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x18b9c5438,0x18b9c9040,20758528
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x18ce3ad90,0x18ce3c388,20758528
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x181759be0,0x18178be78,20758528
shared-library,/usr/lib/system/libsystem_platform.dylib,0x1817c5340,0x1817cb2e4,20758528
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x181793ae4,0x18179e8d0,20758528
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x187c3e6b0,0x187c442bc,20758528
shared-library,/usr/lib/system/libsystem_trace.dylib,0x18153f4a0,0x181554c10,20758528
shared-library,/usr/lib/system/libunwind.dylib,0x18ce18b44,0x18ce1e3c0,20758528
shared-library,/usr/lib/system/libxpc.dylib,0x1814fbfe4,0x181532868,20758528
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x184988668,0x184a3b370,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x193533fc0,0x193533fc0,20758528
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x188a61e80,0x188a62ad8,20758528
shared-library,/usr/lib/libenergytrace.dylib,0x1864026a4,0x186402d28,20758528
shared-library,/usr/lib/libbsm.0.dylib,0x18c4ca950,0x18c4d8d58,20758528
shared-library,/usr/lib/libz.1.dylib,0x18cd96770,0x18cda1c10,20758528
shared-library,/usr/lib/system/libkxld.dylib,0x18cde976c,0x18ce01a74,20758528
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x186027f20,0x18629b8b0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x18954ede4,0x189558de0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x184608fbc,0x1846f8dd0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x188aa5b90,0x188b26148,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x18cae7c58,0x18cb11e08,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x18d0198c4,0x18d07afa0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x187bc10c0,0x187c242d0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x181cd26d8,0x181ea32d0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x18d691a5c,0x18d6d8ab0,20758528
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x18955d010,0x189579cf0,20758528
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x183f9f004,0x18429c300,20758528
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x1823ef72c,0x1824696e0,20758528
shared-library,/usr/lib/libapple_nghttp2.dylib,0x18d0b83e4,0x18d0c7760,20758528
shared-library,/usr/lib/libcompression.dylib,0x18d0eb700,0x18d13fb40,20758528
shared-library,/usr/lib/libnetwork.dylib,0x186025fc0,0x186025fc0,20758528
shared-library,/usr/lib/libsqlite3.dylib,0x187845268,0x1879f75e0,20758528
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x182727e70,0x182e34d10,20758528
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x187c4749c,0x1887ec08c,20758528
shared-library,/usr/lib/libCoreEntitlements.dylib,0x20aaf73e4,0x20aafd190,20758528
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x1f7560fe4,0x1f757eca0,20758528
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x18782b314,0x18783d460,20758528
shared-library,/usr/lib/libMobileGestalt.dylib,0x186404900,0x18644e0dc,20758528
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x18cac3640,0x18cacebe4,20758528
shared-library,/usr/lib/libcoretls.dylib,0x18c4b339c,0x18c4c5468,20758528
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x18d700e04,0x18d701c00,20758528
shared-library,/usr/lib/libpam.2.dylib,0x18d0e4920,0x18d0e7cf4,20758528
shared-library,/usr/lib/libxar.1.dylib,0x18d769570,0x18d775770,20758528
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x18958d8dc,0x1895c0b00,20758528
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x188b3e400,0x188b44d80,20758528
shared-library,/usr/lib/libarchive.2.dylib,0x18cf91d8c,0x18d003480,20758528
shared-library,/usr/lib/libxml2.2.dylib,0x1895d743c,0x18969f950,20758528
shared-library,/usr/lib/liblangid.dylib,0x18b9d21e4,0x18b9d2d20,20758528
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x191487524,0x1915adca0,20758528
shared-library,/usr/lib/swift/libswiftCore.dylib,0x18f546660,0x18f99de88,20758528
shared-library,/usr/lib/swift/libswiftCoreFoundation.dylib,0x1a2e557cc,0x1a2e5acc8,20758528
shared-library,/usr/lib/swift/libswiftDarwin.dylib,0x1a0d15fac,0x1a0d1a0d8,20758528
shared-library,/usr/lib/swift/libswiftDispatch.dylib,0x194a4dce4,0x194a5e8d0,20758528
shared-library,/usr/lib/swift/libswiftIOKit.dylib,0x1a2e75d44,0x1a2e75fb0,20758528
shared-library,/usr/lib/swift/libswiftObjectiveC.dylib,0x196e9f370,0x196ea0f30,20758528
shared-library,/usr/lib/swift/libswiftXPC.dylib,0x1a2e69a1c,0x1a2e729b8,20758528
shared-library,/usr/lib/swift/libswift_Concurrency.dylib,0x20b9aaf7c,0x20b9f3080,20758528
shared-library,/usr/lib/swift/libswift_StringProcessing.dylib,0x20bafcdc0,0x20bb94b40,20758528
shared-library,/usr/lib/swift/libswiftos.dylib,0x196ea3a24,0x196eb78f0,20758528
shared-library,/System/Library/PrivateFrameworks/AppleSystemInfo.framework/Versions/A/AppleSystemInfo,0x18b9cd7e0,0x18b9d0438,20758528
shared-library,/System/Library/PrivateFrameworks/IOMobileFramebuffer.framework/Versions/A/IOMobileFramebuffer,0x18c1a69f4,0x18c1b1200,20758528
shared-library,/System/Library/Frameworks/IOSurface.framework/Versions/A/IOSurface,0x18aa61c64,0x18aa70448,20758528
shared-library,/usr/lib/libpcap.A.dylib,0x18ce57c60,0x18ce787f0,20758528
shared-library,/usr/lib/libdns_services.dylib,0x187c34780,0x187c3b0a8,20758528
shared-library,/usr/lib/liblzma.5.dylib,0x18d6e7670,0x18d6f9770,20758528
shared-library,/usr/lib/libbz2.1.0.dylib,0x18cad3cec,0x18cadefa0,20758528
shared-library,/usr/lib/libiconv.2.dylib,0x18ce8d5c0,0x18cea2970,20758528
shared-library,/usr/lib/libcharset.1.dylib,0x18cde0948,0x18cde0e38,20758528
shared-library,/usr/lib/swift/libswift_RegexParser.dylib,0x20ba485fc,0x20badee30,20758528
shared-library,/usr/lib/libheimdal-asn1.dylib,0x18db339dc,0x18db3cb40,20758528
shared-library,/usr/lib/libCheckFix.dylib,0x18c4a5828,0x18c4afd4c,20758528
shared-library,/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC,0x186481bf4,0x1864989b8,20758528
shared-library,/System/Library/PrivateFrameworks/CoreNLP.framework/Versions/A/CoreNLP,0x18b9d44b4,0x18baa54e8,20758528
shared-library,/System/Library/PrivateFrameworks/MetadataUtilities.framework/Versions/A/MetadataUtilities,0x188a64624,0x188a97698,20758528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Accelerate,0x1937d8000,0x1937d8000,20758528
shared-library,/usr/lib/libmecab.dylib,0x18c4dbfa4,0x18c52acd0,20758528
shared-library,/usr/lib/libCRFSuite.dylib,0x182479588,0x1824a6bb8,20758528
shared-library,/usr/lib/libgermantok.dylib,0x18c5392a0,0x18c53ad40,20758528
shared-library,/usr/lib/libThaiTokenizer.dylib,0x18d090d08,0x18d091d50,20758528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage,0x188b47660,0x188e65068,20758528
shared-library,/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib,0x19350b000,0x19350b000,20758528
